	# Species	Genes	Genuses	Genes_with_ZDNA	Max ZH-Score	Mean ZH-Score	Function
1018	48	48	10	0			23s rrna (adenine(2030)-n(6))-methyltransferase rlmj
1023	48	48	10	0			23s rrna (uracil(1939)-c(5))-methyltransferase rlmd
1026	48	48	10	0			Methionine--trna ligase
1031	48	48	10	0			4-hydroxy-tetrahydrodipicolinate synthase
1036	48	48	10	0			Bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase fold
1045	48	51	10	0			Pyruvate dehydrogenase (acetyl-transferring), homodimeric type
1046	48	48	10	0			Quinone-dependent dihydroorotate dehydrogenase
1048	48	48	10	0			Lipid a abc transporter atp-binding protein/permease msba
1051	48	48	10	0			Excinuclease abc subunit uvra
1052	48	48	10	0			Transcription-repair coupling factor
1056	48	48	10	0			Trna dihydrouridine(20/20a) synthase dusa
1063	48	48	10	0			Ribosome biogenesis gtp-binding protein yiha/ysxc
1099	48	48	10	0			Guanylate kinase
1107	48	48	10	0			Energy-dependent translational throttle protein etta
1108	48	48	10	0			Dna polymerase iii subunit epsilon
1134	48	48	10	0			Trna uridine-5-carboxymethylaminomethyl(34) synthesis gtpase mnme
1136	48	48	10	0			Dna-directed rna polymerase subunit beta'
1137	48	48	10	0			Hsp33 family molecular chaperone hslo
1143	48	48	10	0			Phosphoribosylglycinamide formyltransferase
1152	48	48	10	0			Peptide-methionine (r)-s-oxide reductase msrb
1164	48	48	10	0			Pseudouridine synthase
1166	48	48	10	0			Ribonuclease hii
1171	48	48	10	0			Polynucleotide adenylyltransferase pcnb
1172	48	48	10	0			Chromosomal replication initiator protein dnaa
1177	48	48	10	0			Ycgl domain-containing protein
1180	48	48	10	0			Translocation/assembly module tamb
2321	48	48	10	0			Lipoprotein insertase outer membrane protein lolb
3872	48	48	10	0			Cytoskeleton protein rodz
17	47	47	10	0			Signal peptidase i
32	47	47	10	0			Ribonuclease t
52	47	47	10	0			Dna polymerase iii subunit beta
62	47	47	10	0			Ctp synthase (glutamine hydrolyzing)
92	47	47	10	0			Thymidylate synthase
102	47	47	10	0			Aminoacyl-trna hydrolase
105	47	47	10	0			Phosphoglycerate dehydrogenase
109	47	47	10	0			Peptidylprolyl isomerase
127	47	47	10	0			7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter
180	47	47	10	0			Dnaa inactivator hda
190	47	47	10	0			Diaminopimelate epimerase
264	47	47	10	0			Methionyl-trna formyltransferase
334	47	47	10	0			Oxidative damage protection protein
351	47	47	10	0			Dna-directed rna polymerase subunit beta
353	47	47	10	0			Glutamate--ammonia ligase
361	47	47	10	0			Tryptophan--trna ligase
387	47	48	10	0			Dna-binding transcriptional regulator oxyr
388	47	47	10	0			Threonine synthase
395	47	47	10	0			Inner membrane protein ypjd
402	47	47	10	0			D-hexose-6-phosphate mutarotase
428	47	47	10	0			Rhodanese-like domain-containing protein
430	47	47	10	0			Nad(p)h-dependent glycerol-3-phosphate dehydrogenase
434	47	47	10	0			Rna polymerase sigma factor rpoh
469	47	47	10	0			Undecaprenyldiphospho-muramoylpentapeptide beta-n-acetylglucosaminyltransferase
505	47	47	10	0			Bifunctional trna (adenosine(37)-c2)-methyltransferase trmg/ribosomal rna large subunit methyltransferase rlmn
520	47	47	10	0			Lipid asymmetry maintenance abc transporter permease subunit mlae
521	47	47	10	0			Outer membrane lipid asymmetry maintenance protein mlad
536	47	52	10	0			Serine hydroxymethyltransferase
546	47	47	10	0			Co-chaperone ybbn
548	47	47	10	0			3-deoxy-manno-octulosonate cytidylyltransferase
558	47	47	10	0			Anthranilate synthase component 1
561	47	47	10	0			3-deoxy-8-phosphooctulonate synthase
565	47	47	10	0			Recombinase reca
624	47	47	10	0			Dna topoisomerase (atp-hydrolyzing) subunit a
636	47	47	10	0			Trna (adenosine(37)-n6)-threonylcarbamoyltransferase complex atpase subunit type 1 tsae
687	47	47	10	0			16s rrna (adenine(1518)-n(6)/adenine(1519)-n(6))-dimethyltransferase rsma
691	47	47	10	0			50s ribosomal protein l3 n(5)-glutamine methyltransferase
705	47	47	10	0			Glutamate 5-kinase
708	47	48	10	0			Type ii secretion system protein gspe
731	47	47	10	0			2-c-methyl-d-erythritol 2,4-cyclodiphosphate synthase
735	47	47	10	0			Trna adenosine(34) deaminase tada
739	47	47	10	0			Polyribonucleotide nucleotidyltransferase
758	47	47	10	0			Phenylalanine--trna ligase subunit alpha
773	47	47	10	0			Succinate--coa ligase subunit alpha
784	47	47	10	0			3-isopropylmalate dehydrogenase
790	47	47	10	0			Ribonuclease g
800	47	47	10	0			30s ribosomal protein s6--l-glutamate ligase
802	47	47	10	0			5-(carboxyamino)imidazole ribonucleotide mutase
813	47	47	10	0			Nucleoside triphosphate pyrophosphohydrolase
816	47	47	10	0			Rrna maturation rnase ybey
863	47	47	10	0			Carbonate dehydratase
891	47	47	10	0			Translation elongation factor ts
940	47	47	10	0			Re/si-specific nad(p)(+) transhydrogenase subunit beta
941	47	47	10	0			Re/si-specific nad(p)(+) transhydrogenase subunit alpha
942	47	47	10	0			Trna (cytosine(32)/uridine(32)-2'-o)-methyltransferase trmj
948	47	47	10	0			Ycii family protein
963	47	47	10	0			Protein tolq
986	47	47	10	0			Glycerol-3-phosphate 1-o-acyltransferase plsb
1007	47	47	10	0			6,7-dimethyl-8-ribityllumazine synthase
1011	47	47	10	0			Endopeptidase la
1027	47	47	10	0			Nucleoside-diphosphate kinase
1070	47	47	10	0			Acetylglutamate kinase
1091	47	47	10	0			Dna replication/repair protein recf
1095	47	47	10	0			Trna dihydrouridine synthase dusb
1109	47	47	10	0			50s ribosomal protein l9
1116	47	47	10	0			Methylenetetrahydrofolate reductase
1117	47	47	10	0			Adenylate kinase
1148	47	47	10	0			(2e,6e)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase
15	46	46	10	0			Glycerol kinase glpk
29	46	46	10	0			Trna (guanosine(37)-n1)-methyltransferase trmd
63	46	46	10	0			Hth-type transcriptional regulator cysb
79	46	47	10	0			Sodium/proline symporter putp
103	46	46	10	0			Redox-regulated atpase ychf
113	46	46	10	0			Iron-sulfur cluster insertion protein erpa
115	46	46	10	0			Ribonuclease p protein component
141	46	46	10	0			3-oxoacyl-acp reductase fabg
146	46	46	10	0			Glutamate-5-semialdehyde dehydrogenase
202	46	46	10	0			Acetyl-coa carboxylase carboxyl transferase subunit alpha
211	46	46	10	0			Succinate dehydrogenase assembly factor 2
221	46	46	10	0			Yifb family mg chelatase-like aaa atpase
270	46	46	10	0			Ribosome silencing factor
286	46	46	10	0			F0f1 atp synthase subunit delta
291	46	46	10	0			Ychj family protein
374	46	50	10	0			Ribonuclease e activity regulator rraa
375	46	47	10	0			Mechanosensitive ion channel
390	46	46	10	0			Atp phosphoribosyltransferase
394	46	46	10	0			23s rrna accumulation protein yced
449	46	47	10	0			Adp compounds hydrolase nude
480	46	46	10	0			Yfhl family 4fe-4s dicluster ferredoxin
491	46	46	10	0			Adenylosuccinate synthase
495	46	46	10	0			30s ribosome-binding factor rbfa
524	46	46	10	0			Crossover junction endodeoxyribonuclease ruvc
526	46	46	10	0			Duf72 domain-containing protein
537	46	46	10	0			Nad(+) kinase
582	46	46	10	0			Cell division atp-binding protein ftse
648	46	52	10	0			Gtp cyclohydrolase i fole
658	46	46	10	0			Molybdate abc transporter permease subunit
660	46	46	10	0			Abc transporter permease
665	46	46	10	0			Cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
736	46	46	10	0			Dead/deah box helicase
749	46	46	10	0			23s rrna (uridine(2552)-2'-o)-methyltransferase rlme
789	46	46	10	0			Outer membrane protein assembly factor bame
830	46	46	10	0			Hypoxanthine phosphoribosyltransferase
889	46	46	10	0			Ribosome recycling factor
892	46	46	10	0			30s ribosomal protein s2
897	46	46	10	0			Atp-dependent rna helicase rhlb
918	46	51	10	0			Single-stranded dna-binding protein
926	46	46	10	0			Ribonuclease hi
939	46	46	10	0			Dctp deaminase
974	46	46	10	0			Holliday junction resolvase ruvx
995	46	46	10	0			Transcription elongation factor greb
1054	46	46	10	0			3-isopropylmalate dehydratase large subunit
1055	46	46	10	0			3-isopropylmalate dehydratase small subunit
1058	46	46	10	0			Ribonucleoside-diphosphate reductase subunit alpha
1079	46	46	10	0			Accessory factor ubik family protein
1119	46	46	10	0			Tigr01777 family oxidoreductase
1120	46	46	10	0			Yajq family cyclic di-gmp-binding protein
1130	46	46	10	0			Trna (n6-threonylcarbamoyladenosine(37)-n6)-methyltransferase trmo
1139	46	46	10	0			Cell division protein ftsq
1146	46	46	10	0			Thioredoxin-dependent thiol peroxidase
1181	46	46	10	0			Murein hydrolase activator envc
1212	46	46	10	0			8-amino-7-oxononanoate synthase
1213	46	46	10	0			Adenosylmethionine--8-amino-7-oxononanoate transaminase
1298	46	46	10	0			Carbamoyl-phosphate synthase large subunit
1316	46	50	10	0			Gnat family n-acetyltransferase
2073	46	46	10	0			7-carboxy-7-deazaguanine synthase quee
3504	46	46	10	0			Nad(p)/fad-dependent oxidoreductase
6762	46	46	10	0			Muropeptide mfs transporter ampg
7	45	45	10	0			50s ribosomal protein l7/l12
73	45	45	10	0			Purine nucleoside phosphoramidase
83	45	45	10	0			Divisome-associated lipoprotein yrap
162	45	45	10	0			Dutp diphosphatase
225	45	48	10	0			Type ii 3-dehydroquinate dehydratase
237	45	45	10	0			50s ribosomal protein l6
285	45	45	10	0			F0f1 atp synthase subunit alpha
294	45	45	10	0			Molecular chaperone htpg
299	45	45	10	0			Pyridoxamine 5'-phosphate oxidase
346	45	45	10	0			Preprotein translocase subunit sece
359	45	46	10	0			Inorganic diphosphatase
429	45	45	10	0			Protein-export chaperone secb
456	45	45	10	0			Dna polymerase iii subunit chi
492	45	45	10	0			Ribosome maturation factor rimp
525	45	45	10	0			Yebc/pmpr family dna-binding transcriptional regulator
535	45	45	10	0			Beta-ketoacyl-acp synthase i
583	45	45	10	0			Signal recognition particle-docking protein ftsy
605	45	49	10	0			Methionine abc transporter atp-binding protein metn
614	45	45	10	0			Lps export abc transporter atp-binding protein
651	45	45	10	0			Glycerol-3-phosphate 1-o-acyltransferase plsy
657	45	45	10	0			Molybdenum abc transporter atp-binding protein modc
666	45	45	10	0			Excinuclease abc subunit uvrc
669	45	45	10	0			Thioredoxin trxa
692	45	52	10	0			Aerobic respiration two-component sensor histidine kinase arcb
706	45	45	10	0			Type 3 dihydrofolate reductase
715	45	45	10	0			Ssra-binding protein smpb
774	45	45	10	0			Adp-forming succinate--coa ligase subunit beta
828	45	45	10	0			Ribosome-associated protein
931	45	45	10	0			Exodeoxyribonuclease vii small subunit
936	45	45	10	0			Rod shape-determining protein mrec
1028	45	45	10	0			Transcription elongation factor grea
1042	45	45	10	0			Carboxy-s-adenosyl-l-methionine synthase cmoa
1059	45	45	10	0			Nad(+) diphosphatase
1067	45	45	10	0			Cysteine synthase a
1077	45	45	10	0			Pyridoxal phosphate-dependent aminotransferase
1088	45	45	10	0			Grx4 family monothiol glutaredoxin
1190	45	46	10	0			Lactoylglutathione lyase
1195	45	49	10	0			Dna recombination protein rmuc
1205	45	45	10	0			Rod shape-determining protein mred
1206	45	45	10	0			Acylphosphatase
1273	45	45	10	0			4,5-dopa dioxygenase extradiol
1282	45	45	10	0			Lipopolysaccharide assembly protein lapb
1290	45	45	10	0			Ribonucleotide-diphosphate reductase subunit beta
1297	45	45	10	0			Glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
1321	45	45	10	0			Adp-ribose diphosphatase
1463	45	45	10	0			Undecaprenyl-diphosphate phosphatase
1538	45	46	10	0			S-formylglutathione hydrolase
18	44	44	10	0			Ribonuclease iii
65	44	44	9	0			5-amino-6-(5-phospho-d-ribitylamino)uracil phosphatase yigb
93	44	44	9	0			Membrane-bound lytic murein transglycosylase mltf
124	44	44	10	0			Phosphoenolpyruvate-protein phosphotransferase ptsi
148	44	44	10	0			Rna chaperone hfq
154	44	44	9	0			3',5'-cyclic-amp phosphodiesterase
187	44	44	9	0			Protease sohb
224	44	44	9	0			16s rrna (guanine(1516)-n(2))-methyltransferase rsmj
247	44	44	10	0			50s ribosomal protein l3
258	44	44	9	0			Succinate dehydrogenase flavoprotein subunit
262	44	47	9	0			Trk system potassium transporter trkh
268	44	44	10	0			Penicillin-binding protein 2
279	44	44	9	0			Glutamate racemase
280	44	44	9	0			Chorismate lyase
282	44	44	10	0			F0f1 atp synthase subunit epsilon
283	44	44	10	0			F0f1 atp synthase subunit beta
287	44	44	10	0			F0f1 atp synthase subunit b
309	44	44	10	0			Protein-methionine-sulfoxide reductase heme-binding subunit msrq
310	44	44	10	0			Protein-methionine-sulfoxide reductase catalytic subunit msrp
336	44	44	9	0			Dna/rna nuclease sfsa
337	44	44	10	0			Atp-dependent protease subunit hslv
344	44	44	10	0			Peptide deformylase
355	44	44	9	0			Metal-dependent hydrolase
362	44	44	9	0			Phosphoglycolate phosphatase
372	44	44	9	0			Bifunctional glycosyl transferase/transpeptidase
392	44	44	9	0			Phosphate acyltransferase plsx
417	44	44	9	0			5'/3'-nucleotidase sure
420	44	44	9	0			Glutamate--cysteine ligase
423	44	44	9	0			Adp-heptose--lps heptosyltransferase rfaf
463	44	44	10	0			Peptidoglycan glycosyltransferase ftsi
466	44	44	10	0			Phospho-n-acetylmuramoyl-pentapeptide-transferase
488	44	44	9	0			Sprt family zinc-dependent metalloprotease
532	44	44	9	0			Oligopeptidase a
574	44	44	10	0			Transcription antitermination factor nusb
579	44	44	9	0			Aspartate-semialdehyde dehydrogenase
662	44	44	10	0			Adenine phosphoribosyltransferase
664	44	44	9	0			Ftsh protease modulator ycca
673	44	44	10	0			Preprotein translocase subunit yajc
685	44	44	9	0			Bifunctional d-glycero-beta-d-manno-heptose-7-phosphate kinase/d-glycero-beta-d-manno-heptose 1-phosphate adenylyltransferase hlde
688	44	44	10	0			D-glycero-beta-d-manno-heptose 1,7-bisphosphate 7-phosphatase
717	44	44	9	0			Bifunctional trna (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase mnmd/fad-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase mnmc
734	44	44	10	0			Biotin synthase biob
756	44	44	9	0			Peroxide stress protein yaaa
764	44	44	10	0			30s ribosomal protein s1
766	44	44	9	0			Orotidine-5'-phosphate decarboxylase
768	44	44	9	0			Diacylglycerol kinase
803	44	44	10	0			Stringent starvation protein a
805	44	44	10	0			Elongation factor p
810	44	44	9	0			Nif3-like dinuclear metal center hexameric protein
818	44	46	9	0			Molybdopterin synthase sulfur carrier subunit
855	44	44	10	0			Nadp-dependent isocitrate dehydrogenase
867	44	44	9	0			Xaa-pro aminopeptidase
875	44	44	9	0			Dethiobiotin synthase
880	44	44	9	0			30s ribosomal protein s12 methylthiotransferase accessory factor ycao
881	44	44	9	0			Trna 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase cmob
890	44	44	10	0			Ump kinase
938	44	45	10	0			Arginine exporter argo
958	44	44	9	0			Trna dihydrouridine(16) synthase dusc
982	44	44	9	0			Atp-dependent dna helicase recq
989	44	44	9	0			Beta-n-acetylhexosaminidase
1021	44	44	9	0			Rna polymerase-associated protein rapa
1035	44	44	9	0			Trna 4-thiouridine(8) synthase thii
1044	44	45	9	0			Pyruvate dehydrogenase complex dihydrolipoyllysine-residue acetyltransferase
1053	44	44	9	0			Aminopeptidase n
1089	44	44	10	0			Recombination mediator recr
1111	44	44	10	0			30s ribosomal protein s6
1113	44	44	9	0			Sulfate transporter cysz
1121	44	44	9	0			Phosphoserine phosphatase
1132	44	44	9	0			Bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase coabc
1138	44	44	9	0			4-hydroxy-3-polyprenylbenzoate decarboxylase
1147	44	44	9	0			Yqcc family protein
1153	44	44	9	0			Nucleoid-associated protein yejk
1178	44	44	9	0			Aspartate/tyrosine/aromatic aminotransferase
1237	44	44	10	0			Outer membrane protein ompw
1268	44	48	10	0			Ammonium transporter
1335	44	44	10	0			Fmn-dependent nadh-azoreductase
1376	44	44	10	0			Methionine synthase
1494	44	44	10	0			Phosphoribosylaminoimidazolesuccinocarboxamide synthase
1531	44	44	9	0			Malonyl-acp o-methyltransferase bioc
1534	44	44	9	0			Sulfurtransferase complex subunit tusb
1600	44	44	9	0			Outer membrane channel protein tolc
1605	44	44	9	0			Phosphomethylpyrimidine synthase thic
1630	44	45	9	0			Thiazole synthase
1641	44	48	9	0			Glycine cleavage system aminomethyltransferase gcvt
1677	44	46	9	0			Aminomethyl-transferring glycine dehydrogenase
1698	44	44	9	0			Carboxylating nicotinate-nucleotide diphosphorylase
1723	44	44	9	0			Nicotinate-nucleotide adenylyltransferase
1724	44	44	9	0			Maf-like protein
1771	44	45	9	0			3-methyl-2-oxobutanoate hydroxymethyltransferase
1772	44	44	9	0			Pantoate--beta-alanine ligase
1780	44	44	9	0			Aspartate-semialdehyde dehydrogenase
1853	44	47	9	0			Acetyl-coa c-acyltransferase fada
1857	44	44	9	0			Outer membrane protein assembly factor bamb
1860	44	44	9	0			Phosphoenolpyruvate synthase
1865	44	44	9	0			Leucyl/phenylalanyl-trna--protein transferase
1965	44	44	9	0			Aminodeoxychorismate lyase
1967	44	44	9	0			Maf-like protein
1971	44	44	9	0			Murein transglycosylase d
1989	44	44	9	0			Septum site-determining protein minc
1995	44	44	9	0			Protein-l-isoaspartate(d-aspartate) o-methyltransferase
2036	44	44	10	0			Peptidylprolyl isomerase sura
2037	44	44	9	0			4-hydroxythreonine-4-phosphate dehydrogenase pdxa
2038	44	44	9	0			Co2+/mg2+ efflux protein apag
2047	44	44	9	0			Glutathione synthase
2076	44	46	9	0			Two-component system response regulator glrr
2156	44	44	9	0			Duf484 domain-containing protein
2160	44	44	9	0			Oxygen-dependent coproporphyrinogen oxidase
2171	44	44	9	0			Gamma carbonic anhydrase family protein
2174	44	44	9	0			Acetate--coa ligase
2182	44	44	9	0			3'-5' ssdna/rna exonuclease tatd
2183	44	44	9	0			Atp-dependent helicase hrpb
2185	44	44	9	0			Cell division protein zape
2194	44	44	9	0			Nitrogen regulation protein nr(ii)
2214	44	44	9	0			Biosynthetic arginine decarboxylase
2268	44	44	9	0			Pimeloyl-acp methyl ester esterase bioh
2295	44	44	9	0			Ycik family oxidoreductase
2839	44	44	9	0			Cell division protein cpob
2981	44	44	9	0			Sigma-e factor regulatory protein rseb
3152	44	44	9	0			Inorganic triphosphatase
3323	44	44	9	0			Trna pseudouridine(65) synthase truc
3403	44	44	9	0			Sdr family oxidoreductase
3445	44	44	10	0			Sec-independent protein translocase protein tatb
3677	44	44	9	0			Uroporphyrinogen-iii c-methyltransferase
61	43	43	10	0			Fe-s biogenesis protein nfua
166	43	43	9	0			Yheu family protein
195	43	43	10	0			Bifunctional 3-hydroxydecanoyl-acp dehydratase/trans-2-decenoyl-acp isomerase
212	43	43	9	0			Trna (uridine(54)-c5)-methyltransferase trma
216	43	43	10	0			Glycine--trna ligase subunit alpha
256	43	43	9	0			Succinate dehydrogenase iron-sulfur subunit
312	43	43	9	0			Arabinose-5-phosphate isomerase kdsd
329	43	43	9	0			Sulfurtransferase complex subunit tusd
330	43	43	9	0			Sulfurtransferase complex subunit tusc
350	43	43	10	0			50s ribosomal protein l10
406	43	43	9	0			Yggt family protein
415	43	43	9	0			Dna-3-methyladenine glycosylase i
472	43	43	10	0			Cell division protein ftsa
522	43	43	10	0			Bola family iron metabolism protein ibag
580	43	45	9	0			Hth-type transcriptional regulator metr
612	43	43	10	0			Rnase adapter rapz
654	43	43	9	0			Dihydroxy-acid dehydratase
695	43	43	10	0			Fe-s cluster assembly transcriptional regulator iscr
696	43	43	9	0			Iscs subfamily cysteine desulfurase
719	43	43	10	0			3-hydroxyacyl-acp dehydratase fabz
753	43	43	9	0			Sh3 domain-containing protein
757	43	43	10	0			Cdf family cation-efflux transporter fief
762	43	43	9	0			Outer membrane-stress sensor serine endopeptidase degs
777	43	43	9	0			Zinc abc transporter atp-binding protein znuc
862	43	43	9	0			Phosphate acetyltransferase
864	43	43	9	0			Acetolactate synthase 3 large subunit
866	43	43	9	0			Amino-acid n-acetyltransferase
933	43	43	9	0			Class ii glutamine amidotransferase
949	43	43	9	0			Acyl-coa thioester hydrolase ycia
959	43	43	9	0			Co-chaperone djla
964	43	43	10	0			Tol-pal system-associated acyl-coa thioesterase
969	43	43	10	0			5-methyltetrahydropteroyltriglutamate--homocysteine s-methyltransferase
990	43	43	9	0			Uracil permease
1019	43	43	9	0			1,6-anhydro-n-acetylmuramyl-l-alanine amidase ampd
1081	43	43	9	0			Arginine abc transporter permease artm
1092	43	43	9	0			3-deoxy-7-phosphoheptulonate synthase
1094	43	43	9	0			Phosphohistidine phosphatase sixa
1123	43	43	10	0			Ferric iron uptake transcriptional regulator
1162	43	43	10	0			Spfh/band 7/phb domain protein
1163	43	43	9	0			Apolipoprotein n-acyltransferase
1182	43	43	9	0			Endonuclease smrb
1239	43	43	9	0			Dna polymerase iii subunit gamma/tau
1387	43	43	10	0			23s rrna pseudouridine(2605) synthase rlub
1615	43	43	10	0			Cell division protein zapa
1642	43	43	9	0			Glycine cleavage system protein gcvh
1648	43	43	9	0			Acyl-coa dehydrogenase fade
1657	43	43	9	0			Type iv pilus twitching motility protein pilt
1662	43	43	9	0			Rna polymerase factor sigma-54
1767	43	43	9	0			Nicotinamide-nucleotide amidase
1774	43	43	9	0			Bifunctional adp-dependent nad(p)h-hydrate dehydratase/nad(p)h-hydrate epimerase
1920	43	43	9	0			Ydiu family protein
1951	43	43	9	0			Trna glutamyl-q(34) synthetase gluqrs
1956	43	43	9	0			Deoxyribodipyrimidine photo-lyase
1975	43	43	9	0			Polyphosphate kinase 1
2014	43	43	9	0			Zinc uptake transcriptional repressor zur
2086	43	43	10	0			Cell division protein ftsl
2155	43	43	9	0			Oligopeptidase b
2159	43	43	9	0			Protoheme ix biogenesis protein hemy
2179	43	43	9	0			Pyridoxine 5'-phosphate synthase
2197	43	43	9	0			Hydrolase
2296	43	44	9	0			Gamma-glutamyltransferase
2380	43	43	9	0			Multifunctional acyl-coa thioesterase i/protease i/lysophospholipase l1
2382	43	43	9	0			Abc transporter permease
2416	43	43	9	0			Phosphoadenylyl-sulfate reductase
6057	43	43	9	0			Malate dehydrogenase
121	42	42	9	0			Aminoimidazole riboside kinase
196	42	42	9	0			Lon protease family protein
200	42	44	9	0			1-acylglycerol-3-phosphate o-acyltransferase
230	42	42	10	0			30s ribosomal protein s16
238	42	42	10	0			30s ribosomal protein s8
241	42	42	10	0			50s ribosomal protein l24
269	42	42	10	0			23s rrna (pseudouridine(1915)-n(3))-methyltransferase rlmh
304	42	42	9	0			Trk system potassium transporter trka
347	42	42	10	0			Transcription termination/antitermination protein nusg
365	42	42	10	0			Rna pyrophosphohydrolase
452	42	47	9	0			Glucose-6-phosphate dehydrogenase
545	42	42	9	0			Thiosulfate sulfurtransferase glpe
553	42	42	10	0			Atp-dependent clp endopeptidase proteolytic subunit clpp
613	42	42	10	0			Pts iia-like nitrogen regulatory protein ptsn
663	42	42	9	0			Sulfurtransferase tuse
675	42	42	10	0			2-isopropylmalate synthase
677	42	42	10	0			Rna polymerase sigma factor rpoe
680	42	42	10	0			Uracil phosphoribosyltransferase
704	42	42	9	0			Sulfite exporter taue/safe family protein
711	42	42	9	0			Dna gyrase inhibitor yacg
733	42	42	10	0			Cell division protein ftsb
767	42	42	9	0			Stress response translation initiation inhibitor ycih
782	42	42	9	0			Ycgn family cysteine cluster protein
783	42	44	9	0			Transcriptional regulator tyrr
807	42	42	9	0			Php domain-containing protein
857	42	42	9	0			Duf423 domain-containing protein
925	42	42	10	0			Cvpa family protein
928	42	42	10	0			Ribosome assembly rna-binding protein yhby
1061	42	42	9	0			Fxsa family protein
1062	42	42	9	0			Sulfurtransferase tusa
1087	42	42	9	0			Branched-chain amino acid transaminase
1161	42	42	10	0			Translation initiation factor if-3
1302	42	42	9	0			Serine-type d-ala-d-ala carboxypeptidase
1317	42	42	9	0			Class 1 fructose-bisphosphatase
1334	42	42	10	0			Catalase/peroxidase hpi
1592	42	42	9	0			Gaf domain-containing protein
1668	42	45	9	0			Sulfate adenylyltransferase subunit cysn
1805	42	42	9	0			Nadh-quinone oxidoreductase subunit nuof
1810	42	42	9	0			Nadh-quinone oxidoreductase subunit m
1821	42	42	9	0			Arsenate reductase (glutaredoxin)
1861	42	42	9	0			Kinase/pyrophosphorylase
1866	42	42	9	0			Atp-dependent clp protease atp-binding subunit clpa
1901	42	43	9	0			Eama family transporter
1966	42	42	9	0			Beta-ketoacyl-acp synthase ii
1983	42	42	9	0			Acyl-coa thioesterase ii
1990	42	42	9	0			Septum site-determining protein mind
2193	42	42	9	0			Nitrogen regulation protein nr(i)
2238	42	42	9	0			Yaeq family protein
2279	42	42	9	0			Trna epoxyqueuosine(34) reductase queg
2516	42	42	9	0			Yaii/yqxd family protein
2620	42	42	9	0			Ykgj family cysteine cluster protein
2767	42	42	9	0			Giy-yig nuclease family protein
6227	42	42	10	0			Deda family protein
6622	42	42	9	0			Glycosyltransferase family 2 protein
6657	42	42	9	0			6-phosphofructokinase
84	41	41	10	0			Acetylornithine deacetylase
173	41	41	9	0			Glycine zipper 2tm domain-containing protein
234	41	41	10	0			Preprotein translocase subunit secy
236	41	41	10	0			50s ribosomal protein l18
244	41	41	10	0			50s ribosomal protein l2
302	41	42	9	0			Universal stress protein
325	41	43	10	0			2-hydroxy-3-oxopropionate reductase
327	41	41	9	0			30s ribosomal protein s12 methylthiotransferase rimo
549	41	41	9	0			Trm112 family protein
577	41	41	10	0			Shikimate kinase arok
738	41	42	9	0			Atp-dependent rna helicase rhle
755	41	41	10	0			Transcriptional regulator nrdr
793	41	41	10	0			Formyltetrahydrofolate deformylase
832	41	41	9	0			Preprotein translocase subunit secg
894	41	48	10	0			Iron abc transporter permease
960	41	41	10	0			Peptidoglycan-associated lipoprotein pal
1105	41	41	10	0			Electron transport complex subunit rsxb
1144	41	41	9	0			Trna 5-hydroxyuridine modification protein yegq
1415	41	41	10	0			Esterase
1461	41	41	9	0			Formate-dependent phosphoribosylglycinamide formyltransferase
1483	41	41	9	0			Acp phosphodiesterase
1659	41	42	9	0			Aspartate carbamoyltransferase
1712	41	41	9	0			Mgmt family protein
1796	41	41	9	0			Succinate dehydrogenase cytochrome b556 subunit
1927	41	41	9	0			Nad-dependent protein deacylase
1991	41	41	9	0			Cell division topological specificity factor mine
2011	41	42	9	0			Imidazolonepropionase
2056	41	41	9	0			Atp-dependent rna helicase dbpa
2211	41	41	9	0			Isocitrate lyase
2307	41	41	9	0			Plp-dependent aminotransferase family protein
2616	41	41	9	0			Dgsa anti-repressor mtfa
2670	41	43	9	0			N-acetylmuramoyl-l-alanine amidase
2891	41	41	9	0			Coa pyrophosphatase
3133	41	41	9	0			Vitamin b12 abc transporter substrate-binding protein btuf
3272	41	42	9	0			Bifunctional nicotinamidase/pyrazinamidase
4482	41	41	9	0			Xaa-pro dipeptidase
42	40	40	10	0			50s ribosomal protein l13
87	40	40	9	0			3-phenylpropionate mfs transporter
199	40	40	9	0			Thiol peroxidase
235	40	40	10	0			50s ribosomal protein l15
240	40	40	10	0			50s ribosomal protein l5
246	40	40	10	0			50s ribosomal protein l4
412	40	40	9	0			Type b 50s ribosomal protein l31
458	40	40	10	0			Zinc abc transporter substrate-binding protein znua
461	40	40	9	0			Division/cell wall cluster transcriptional repressor mraz
499	40	46	9	0			Gluconokinase
508	40	40	10	0			Sdr family oxidoreductase
556	40	40	9	0			Anthranilate phosphoribosyltransferase
559	40	40	9	0			Threonylcarbamoyl-amp synthase
728	40	40	10	0			Phosphate regulon transcriptional regulator phob
765	40	40	10	0			Integration host factor subunit beta
